"test data" "1 tBodyAcc-mean()-X" "121 tBodyGyro-mean()-X" "122 tBodyGyro-mean()-Y" "123 tBodyGyro-mean()-Z" "124 tBodyGyro-std()-X" "125 tBodyGyro-std()-Y" "126 tBodyGyro-std()-Z" "161 tBodyGyroJerk-mean()-X" "162 tBodyGyroJerk-mean()-Y" "163 tBodyGyroJerk-mean()-Z" "164 tBodyGyroJerk-std()-X" "165 tBodyGyroJerk-std()-Y" "166 tBodyGyroJerk-std()-Z" "2 tBodyAcc-mean()-Y" "201 tBodyAccMag-mean()" "202 tBodyAccMag-std()" "214 tGravityAccMag-mean()" "215 tGravityAccMag-std()" "227 tBodyAccJerkMag-mean()" "228 tBodyAccJerkMag-std()" "240 tBodyGyroMag-mean()" "241 tBodyGyroMag-std()" "253 tBodyGyroJerkMag-mean()" "254 tBodyGyroJerkMag-std()" "266 fBodyAcc-mean()-X" "267 fBodyAcc-mean()-Y" "268 fBodyAcc-mean()-Z" "269 fBodyAcc-std()-X" "270 fBodyAcc-std()-Y" "271 fBodyAcc-std()-Z" "294 fBodyAcc-meanFreq()-X" "295 fBodyAcc-meanFreq()-Y" "296 fBodyAcc-meanFreq()-Z" "3 tBodyAcc-mean()-Z" "345 fBodyAccJerk-mean()-X" "346 fBodyAccJerk-mean()-Y" "347 fBodyAccJerk-mean()-Z" "348 fBodyAccJerk-std()-X" "349 fBodyAccJerk-std()-Y" "350 fBodyAccJerk-std()-Z" "373 fBodyAccJerk-meanFreq()-X" "374 fBodyAccJerk-meanFreq()-Y" "375 fBodyAccJerk-meanFreq()-Z" "4 tBodyAcc-std()-X" "41 tGravityAcc-mean()-X" "42 tGravityAcc-mean()-Y" "424 fBodyGyro-mean()-X" "425 fBodyGyro-mean()-Y" "426 fBodyGyro-mean()-Z" "427 fBodyGyro-std()-X" "428 fBodyGyro-std()-Y" "429 fBodyGyro-std()-Z" "43 tGravityAcc-mean()-Z" "44 tGravityAcc-std()-X" "45 tGravityAcc-std()-Y" "452 fBodyGyro-meanFreq()-X" "453 fBodyGyro-meanFreq()-Y" "454 fBodyGyro-meanFreq()-Z" "46 tGravityAcc-std()-Z" "5 tBodyAcc-std()-Y" "503 fBodyAccMag-mean()" "504 fBodyAccMag-std()" "513 fBodyAccMag-meanFreq()" "516 fBodyBodyAccJerkMag-mean()" "517 fBodyBodyAccJerkMag-std()" "526 fBodyBodyAccJerkMag-meanFreq()" "529 fBodyBodyGyroMag-mean()" "530 fBodyBodyGyroMag-std()" "539 fBodyBodyGyroMag-meanFreq()" "542 fBodyBodyGyroJerkMag-mean()" "543 fBodyBodyGyroJerkMag-std()" "552 fBodyBodyGyroJerkMag-meanFreq()" "555 angle(tBodyAccMean,gravity)" "556 angle(tBodyAccJerkMean),gravityMean)" "557 angle(tBodyGyroMean,gravityMean)" "558 angle(tBodyGyroJerkMean,gravityMean)" "559 angle(X,gravityMean)" "560 angle(Y,gravityMean)" "561 angle(Z,gravityMean)" "6 tBodyAcc-std()-Z" "81 tBodyAccJerk-mean()-X" "82 tBodyAccJerk-mean()-Y" "83 tBodyAccJerk-mean()-Z" "84 tBodyAccJerk-std()-X" "85 tBodyAccJerk-std()-Y" "86 tBodyAccJerk-std()-Z"
"Subject 11 averages->" -0.397015494115063 -0.431829704219937 -0.42706894676076 -0.446988944802532 -0.442874048700063 -0.42087011379057 -0.429733027567089 -0.435155349544019 -0.429879298251709 -0.437369063711076 -0.43348474442057 -0.421138201595253 -0.425819769055601 -0.403351431210665 -0.436877166231519 -0.440491089268671 -0.433881957233228 -0.417646362043671 -0.417906143608544 -0.413116536615506 -0.441777358085127 -0.412458164736392 -0.419274625859494 -0.441520486206076 -0.448480863775 -0.443828443258892 -0.431101727548987 -0.42746061498038 -0.447456186510198 -0.433723979746835 -0.414467654689557 -0.425197482015127 -0.409951751363829 -0.389491385143038 -0.429850102410475 -0.442715245242152 -0.436204594199684 -0.434954677671835 -0.421789076847089 -0.421081494888924 -0.438156877672247 -0.437505732232911 -0.435281583896835 -0.418076481250728 -0.411648814249051 -0.418820522965665 -0.443300891050886 -0.434837580454747 -0.423153240242405 -0.4189363916 -0.437893600181709 -0.434494952280696 -0.422202354331203 -0.432869081630063 -0.418134531758608 -0.426548642221835 -0.422012961771044 -0.421234083249684 -0.426312250458544 -0.422973568456392 -0.443220471936361 -0.414389761795285 -0.405271661763354 -0.409551654687342 -0.415981416832278 -0.424266854197785 -0.410412563386076 -0.421623343827532 -0.415287058663608 -0.415511068690506 -0.418644302160759 -0.420002088508861 -0.406982616002405 -0.412335354835443 -0.404983220613608 -0.412712642374684 -0.414465532574715 -0.410944454908449 -0.395583125963291 -0.407802767251266 -0.432806936056013 -0.434870833918924 -0.423148976418671 -0.405390438179747 -0.407228527465 -0.420753981642722
"Subject 12 averages->" -0.415505530659375 -0.42308729863125 -0.418196793948438 -0.429085951797938 -0.412195329694438 -0.402822031514375 -0.401715057746312 -0.404711258210281 -0.404225249036687 -0.4246833793825 -0.420643169548438 -0.399605809463125 -0.408642539690969 -0.413122696614458 -0.409654271205375 -0.411490059643375 -0.387408798818469 -0.388864408590625 -0.411397792092813 -0.409708155974063 -0.3866986307195 -0.390510563464828 -0.414606644430312 -0.391447508831875 -0.383107044342813 -0.395914156442813 -0.396921061332188 -0.398187344394063 -0.402918105422187 -0.403108824616562 -0.391311234227812 -0.388139298165625 -0.389632393528437 -0.409171944297813 -0.379518074310937 -0.379984225610937 -0.387532059603125 -0.390609259825281 -0.380392107863125 -0.38505505538875 -0.389263656894375 -0.398663363904687 -0.39827475343875 -0.407118718901875 -0.414530790446688 -0.411966801130937 -0.384072107637625 -0.396443885438438 -0.398692854800313 -0.3893080504525 -0.395782258660313 -0.411588159442594 -0.420680794259375 -0.42199464192475 -0.414177390555812 -0.396969733942812 -0.403085556370313 -0.423541581897187 -0.399020547751594 -0.393674252714625 -0.406577682256562 -0.394293710017687 -0.413631224162188 -0.412016099470219 -0.396964821654687 -0.419256499120312 -0.411274279522812 -0.416558453561875 -0.425848353846219 -0.42284533024175 -0.425021419786688 -0.40469842915625 -0.401632193949781 -0.397034631940813 -0.410520108067875 -0.399326325479813 -0.414176885599375 -0.415978765403125 -0.403851700456906 -0.402318051051156 -0.399184016351562 -0.402670633724691 -0.396161903776875 -0.404824815485131 -0.422066532895 -0.421386203211437
"Subject 13 averages->" -0.394871531138838 -0.381032223444648 -0.381147824034342 -0.401261147266972 -0.389477849217125 -0.377057151101223 -0.377190178663914 -0.392065563901651 -0.382099925518685 -0.371982032016391 -0.386090003904587 -0.378550720302355 -0.37044201980104 -0.379442420247706 -0.369019243002141 -0.371600571172477 -0.367782051968502 -0.367410959593609 -0.362303573728532 -0.36928317345841 -0.387155838311315 -0.375308854744343 -0.370452938776177 -0.374270867822242 -0.370344613983364 -0.373005632466055 -0.388798495623242 -0.376433533827523 -0.380270017563823 -0.400701059913456 -0.384766622343945 -0.396565370887495 -0.403951825348012 -0.394780958113456 -0.391291249112966 -0.392438513274067 -0.374475747269358 -0.400386424735474 -0.385471868190673 -0.388165163791131 -0.383491788979205 -0.379839878068502 -0.385040749049297 -0.40932569304159 -0.397621127648838 -0.402487069396942 -0.396705925302752 -0.358472194259327 -0.37470405115474 -0.389969740597645 -0.386092238868287 -0.372554463359205 -0.391319636765596 -0.395247737181309 -0.392067499784128 -0.394293010704587 -0.392793367532722 -0.387099183071162 -0.408916402796361 -0.406410385277171 -0.394500597966972 -0.381760212803483 -0.386151812287645 -0.390157133366024 -0.384367188988379 -0.376491036802376 -0.391887418300734 -0.384420116641284 -0.376698031474954 -0.38985776817156 -0.405340152950153 -0.394206749014465 -0.391185571301835 -0.395836236074648 -0.388848061203976 -0.40066178826737 -0.397587436209358 -0.410809879209786 -0.402157584862841 -0.398702358622661 -0.412416806368349 -0.407027569211621 -0.396677293935107 -0.407558210650765 -0.399822391272018 -0.391984871646483
"Subject 14 averages->" -0.379617930521981 -0.365721626217152 -0.376227593465015 -0.375622048371517 -0.384075692426647 -0.374812159692972 -0.37799634141031 -0.36369319759691 -0.370795938733437 -0.360269854568731 -0.359843628651084 -0.369981132046532 -0.373706191949412 -0.378502510630495 -0.376243705836161 -0.36707161561517 -0.376216331265944 -0.371596732860991 -0.352561600889164 -0.367316080083963 -0.366394637781641 -0.377386772716285 -0.370478334439474 -0.360518946501238 -0.368679806294118 -0.374028691075344 -0.36913728346935 -0.35888454521548 -0.364527830686223 -0.364752043852632 -0.352218683868111 -0.346948247713003 -0.365076589668452 -0.371589035349845 -0.353201998943344 -0.365214174363467 -0.382296274497368 -0.352489146918885 -0.362163632242415 -0.354420372785449 -0.369094162186099 -0.350334352344272 -0.348644039863467 -0.350010090268854 -0.360808037943653 -0.372531865879876 -0.348757173731579 -0.346864762082043 -0.349867846439009 -0.344129786106006 -0.336934045145201 -0.337600906295694 -0.381345637218885 -0.377736198617802 -0.366063355151579 -0.346806652439443 -0.356332940969814 -0.357285655888854 -0.373618021904334 -0.361232244881362 -0.347314080329102 -0.354334902769752 -0.353731288425697 -0.336289587397214 -0.346844934529721 -0.354527560349601 -0.361374853886068 -0.36444936639969 -0.36388377032548 -0.369448557860681 -0.367709575241672 -0.366016130444272 -0.358805508215759 -0.360507716327554 -0.342830432246347 -0.351004541413406 -0.35785195945161 -0.378924539913932 -0.387539389638483 -0.367076753274087 -0.377768254586068 -0.362793013675201 -0.356681246041765 -0.37557183180031 -0.378872733754489 -0.363534941341238
"Subject 15 averages->" -0.417100107532622 -0.429783102829573 -0.417917476944726 -0.429496839775274 -0.424917848630793 -0.413464432984756 -0.419006291014543 -0.404397639672561 -0.427231343416159 -0.417836257372256 -0.413524416027134 -0.421610368494817 -0.41755343602439 -0.421328372929482 -0.410784558007085 -0.40077403542247 -0.406737168036585 -0.410127619405031 -0.401817580896982 -0.402760971707744 -0.408725203509726 -0.40576880302564 -0.4036950883875 -0.403162813335061 -0.415514350701829 -0.397461780615457 -0.388149552618537 -0.391638146664939 -0.394328751842683 -0.380935869885976 -0.379450663527744 -0.399072358006037 -0.408155478343174 -0.426149712750915 -0.397536244121341 -0.402337492032165 -0.391094337640244 -0.393469848511128 -0.406260265522409 -0.413335398622256 -0.405989114124695 -0.402364838200793 -0.408347742582622 -0.430981973596951 -0.41097264757561 -0.423102050421951 -0.426730324385732 -0.411750082150305 -0.40288037557247 -0.433701865406494 -0.422094105617957 -0.418129020493232 -0.418422514998811 -0.41989082338253 -0.418195133991159 -0.424441297681707 -0.428793872388872 -0.423921387439027 -0.421427674327439 -0.410364569762348 -0.431694784320741 -0.422159316860976 -0.429964486714677 -0.427633507616159 -0.417074847332878 -0.412977251845732 -0.394350054967988 -0.408269190921595 -0.415854283110976 -0.414110424734451 -0.408596672900122 -0.401778578055488 -0.403938712573171 -0.40883141018564 -0.424295656578049 -0.410422255139969 -0.398530344597287 -0.416102020932134 -0.424309021790122 -0.410610471067317 -0.417343523682012 -0.428493128337805 -0.426005823615366 -0.429063525531006 -0.440803885037073 -0.437449713384146
"Subject 16 averages->" -0.47711533793388 -0.471252484381066 -0.463847320746995 -0.458204596583251 -0.449758134982514 -0.456793017955191 -0.462180716664071 -0.458910827799194 -0.459610770810246 -0.439129542502186 -0.447873363856831 -0.453409571763743 -0.446161439835628 -0.453836403499727 -0.446523260946831 -0.449586942751639 -0.440158450920219 -0.42798086545 -0.454376951378907 -0.447076058235792 -0.452725028262186 -0.442253999465027 -0.447742224560929 -0.447934076352732 -0.443350603504372 -0.440710740907077 -0.441066269143989 -0.436124380214727 -0.441543296575137 -0.447845191065464 -0.452048376419126 -0.451829837795437 -0.456389284794044 -0.464311582908579 -0.453150039351202 -0.440301173954535 -0.450454300560382 -0.445511727407787 -0.454266969405355 -0.439215081542131 -0.438399360634426 -0.463544830481421 -0.46047765762041 -0.459551772563115 -0.461171720246175 -0.454688340958197 -0.44999803416623 -0.448033169438525 -0.445347283311202 -0.436792063113661 -0.443056058371585 -0.435140180234153 -0.460230173023497 -0.441503433355738 -0.456987746572951 -0.454813480972104 -0.457249267321612 -0.450922074096284 -0.465091695541803 -0.454639300394016 -0.456175228639563 -0.451614385787049 -0.444644548806011 -0.434966530423497 -0.432394862200847 -0.453100738061475 -0.455024150134426 -0.452402892740164 -0.441161325875874 -0.446518084284019 -0.439584486986448 -0.45731600725429 -0.449571637893169 -0.452586693925683 -0.463410871132568 -0.465199073906557 -0.46061301802623 -0.463069869488525 -0.46989861900194 -0.457150342172951 -0.457178798390984 -0.47047986252582 -0.466869804636639 -0.460764252887432 -0.454454333037432 -0.466298240761749
"Subject 17 averages->" -0.409378409340761 -0.436481956393668 -0.425386665877717 -0.413522686427717 -0.410655766601141 -0.414631513721984 -0.41192417020356 -0.436617526469647 -0.420422364147962 -0.421354543418533 -0.42360889944106 -0.43755284146087 -0.430329354037011 -0.436459126844293 -0.424912022496467 -0.440578322569918 -0.429588317661141 -0.451706655557201 -0.446248194830435 -0.428961552884783 -0.454681274948234 -0.432850367484239 -0.42075153230625 -0.437803117608696 -0.442077268595652 -0.44305267414837 -0.434093214808016 -0.444148323264158 -0.433384173459321 -0.437317383110326 -0.433406308487011 -0.429174332156967 -0.424799336883696 -0.426824941290924 -0.428684865215217 -0.4248856852375 -0.429605803410679 -0.434562907995299 -0.433996503074321 -0.422721216546304 -0.428918923082011 -0.439551928993261 -0.435804694913315 -0.430214048401902 -0.431973377961766 -0.436234186327848 -0.431547956054321 -0.425064192809783 -0.419031175447745 -0.427034544358614 -0.434408320378723 -0.427362808979565 -0.438548199616304 -0.437704204580435 -0.428846416782337 -0.433069459277446 -0.438665389545924 -0.440022010900543 -0.426118308233967 -0.415840653598723 -0.442042810671739 -0.45068839616981 -0.429096956536386 -0.434000535736685 -0.433690834981549 -0.425604587393207 -0.426713135816413 -0.432400921730435 -0.431017208179755 -0.43430422073269 -0.427280356483424 -0.416337036532283 -0.437099112320652 -0.442264427639402 -0.43992554402481 -0.428015429707065 -0.425680035319457 -0.422308946196467 -0.42005403898125 -0.423871828667663 -0.432404565445109 -0.430648992912636 -0.427781553891848 -0.426291238046467 -0.429735047225 -0.42924935240462
"Subject 18 averages->" -0.469479985981648 -0.458810839631044 -0.460266917810055 -0.451883463525 -0.449393988712637 -0.466454315025165 -0.465005059732143 -0.452890127892308 -0.456570184192582 -0.444072549378104 -0.450197062535989 -0.467781037589011 -0.469386970061126 -0.469838455981319 -0.455553418034615 -0.471658232498352 -0.459191216806813 -0.459754350164835 -0.456082549922253 -0.454465498678022 -0.455239003713324 -0.466104831860165 -0.450076773005495 -0.443667763396319 -0.46503362336511 -0.46158209961456 -0.460809624551099 -0.466666925617857 -0.45335470862033 -0.471214482602995 -0.469857891880494 -0.464012953796483 -0.453980345853571 -0.469687249413379 -0.460720404425 -0.452943452641621 -0.447460428585989 -0.455081932903022 -0.454792242749176 -0.456399636258352 -0.459582746975 -0.457939292948626 -0.451145033475 -0.464618504636209 -0.466258086552198 -0.472038351260989 -0.462284532630926 -0.466355205791429 -0.447145118839849 -0.442685822492857 -0.45803058871044 -0.447430726289286 -0.466154339336813 -0.456747490318132 -0.462093227735714 -0.460923968361538 -0.466595509812637 -0.466158588143662 -0.461948957920777 -0.462749407764231 -0.449713769446951 -0.448376318682418 -0.463952369686813 -0.461811725548901 -0.455824783946929 -0.460859798771703 -0.47259880801456 -0.473172431530494 -0.465757277188187 -0.486046988816071 -0.469694104917582 -0.467735288132747 -0.468065578139286 -0.485565125190115 -0.48865678258956 -0.474742672072143 -0.481942142345192 -0.472310315215385 -0.472906864167665 -0.457748546838898 -0.455109965410357 -0.44579058620467 -0.45794175386978 -0.449221709712912 -0.457531583335378 -0.470196536834945
"Subject 19 averages->" -0.381321435070861 -0.366525172799167 -0.368631157990611 -0.373050709192222 -0.373701619632611 -0.372160151996111 -0.364668855778444 -0.371256292345833 -0.389883591023528 -0.372598072546972 -0.369810580315306 -0.369766353511389 -0.380669903208333 -0.387781998270972 -0.385726656203056 -0.382836480284306 -0.386957970853889 -0.398167566133472 -0.397739752056853 -0.385248398807222 -0.379437027359333 -0.388746464252635 -0.381652871913056 -0.357242848397778 -0.372824548643611 -0.372299138550833 -0.3815889117988 -0.374371933600278 -0.376083341728056 -0.3841427904225 -0.392188791165667 -0.388462911189389 -0.372059653278333 -0.400805747690222 -0.365855108488028 -0.370110412548056 -0.378329598878333 -0.372569697000833 -0.371474743815575 -0.373830022849833 -0.385846136616444 -0.390497890016667 -0.375626255706111 -0.377426000530472 -0.390481897604139 -0.376547328022361 -0.371503493336667 -0.374530211750833 -0.376769252518056 -0.364441378622306 -0.368957798510694 -0.382614272680583 -0.369974820199722 -0.380980317878889 -0.364153278306944 -0.386082298941957 -0.377146268694639 -0.376489750045389 -0.356853924254528 -0.3708314210075 -0.387720467047281 -0.398315772076944 -0.389789759228472 -0.3973259270515 -0.372439182086944 -0.364589713655444 -0.379754784061583 -0.378040215472389 -0.355601099655028 -0.359852975742694 -0.370653936131222 -0.354353572589444 -0.358010316591833 -0.363644993481389 -0.361717788124922 -0.361712591975972 -0.380252306348528 -0.375456801499942 -0.376283730581111 -0.383908861903333 -0.373693761556444 -0.357182867029908 -0.367178680433639 -0.366014366605556 -0.350176026461667 -0.354501701591056
"Subject 20 averages->" -0.397154263897458 -0.369444431563051 -0.368529204539746 -0.376527935303107 -0.374173749776836 -0.365178992920904 -0.371481873894633 -0.372074654964124 -0.376330197294633 -0.383148607764689 -0.381920255770339 -0.367079405446102 -0.365065283251638 -0.363134743180989 -0.36671919384322 -0.386539989674602 -0.386019614609831 -0.378476810874011 -0.369964492768859 -0.37750083393161 -0.369931658511582 -0.373674772898023 -0.380441785130226 -0.387815675664972 -0.384632794193898 -0.372550241820621 -0.376503262590057 -0.374285268625141 -0.385569272439322 -0.381411308957305 -0.387460690732514 -0.390881341122599 -0.382339986334859 -0.365665629856489 -0.391535378740113 -0.386605513103107 -0.363825626295763 -0.385262803368305 -0.380156185855932 -0.375514438518644 -0.38137596257726 -0.375009033977599 -0.373463842428785 -0.356849681304887 -0.378356952356921 -0.381546992112429 -0.378343910717232 -0.371246004494068 -0.366272724147458 -0.365123951068192 -0.394348259235028 -0.379118925910734 -0.387224543536808 -0.380854731517203 -0.375802162253644 -0.381393173043785 -0.390021902410734 -0.383266077319548 -0.389469665567458 -0.368023729564972 -0.386790561255932 -0.371680693298814 -0.376778455886723 -0.378750910465452 -0.383030132729633 -0.386478633135621 -0.398582982853955 -0.385086278024294 -0.386673738129379 -0.395673151842305 -0.384918884594915 -0.383015139118079 -0.377110046979605 -0.372493540984944 -0.378449093936441 -0.369239641446328 -0.371758363786186 -0.373812568469774 -0.378363171568164 -0.388920016687571 -0.397994248016328 -0.390187478124463 -0.390810338998842 -0.392494689356291 -0.385080627622034 -0.376212712974492
"Subject 21 averages->" -0.430385444184828 -0.440466832050245 -0.421239198342647 -0.43446309348701 -0.428964700736299 -0.43716538401665 -0.437506341795588 -0.442776684358333 -0.447257394694853 -0.445075702768652 -0.447231755258358 -0.442130553797279 -0.434619097916814 -0.427365691006373 -0.435076904324127 -0.443873764797549 -0.447706210827328 -0.441853229727451 -0.445051911707525 -0.435014265417598 -0.443463987455637 -0.437800582364216 -0.447022830904412 -0.434602566514216 -0.435474099217083 -0.436500792732353 -0.442889094821005 -0.421852890600897 -0.419318427989199 -0.431736301066838 -0.431474758251225 -0.424080900208333 -0.424815041928431 -0.422146314550245 -0.426933238495426 -0.421448749976471 -0.421261000776716 -0.428767720041471 -0.432746036572794 -0.425356144834902 -0.436083474056618 -0.423303021494853 -0.430909506925637 -0.43548678044799 -0.420904530598015 -0.415447637683211 -0.435688448186765 -0.439125701775735 -0.445679763496593 -0.433186121355674 -0.43586798611152 -0.424927991166176 -0.430868870568456 -0.431627361685784 -0.441310872052304 -0.429970120969853 -0.438149320138235 -0.442822291448873 -0.447005478316176 -0.430331394192647 -0.435609368281618 -0.440707830075917 -0.444431319841029 -0.443348853989167 -0.425972204528578 -0.431759100316765 -0.432773016791176 -0.434300054481642 -0.432060827908529 -0.434112566840417 -0.442910648273235 -0.426621813282598 -0.426746823270879 -0.437819488160123 -0.428272500859387 -0.410252809480147 -0.41642598048375 -0.435115490532353 -0.427084974439216 -0.42682376662223 -0.435801313385858 -0.426334733191029 -0.431597679208088 -0.429487074519902 -0.415802415618922 -0.42035525117549
"Subject 22 averages->" -0.414213401160592 -0.407358636278816 -0.393082793429595 -0.40169980732315 -0.407138438525857 -0.419222914500592 -0.407131635994393 -0.398849861380374 -0.393246353568598 -0.398554286723396 -0.399266711637072 -0.411080212279041 -0.403216575933956 -0.40789000923 -0.421320045588785 -0.405779441229595 -0.409504740597944 -0.410048159143645 -0.401827540503022 -0.422229019222305 -0.42198575313271 -0.444432280090031 -0.422549572809969 -0.413081534979751 -0.404919492294393 -0.402943701126012 -0.428533871826262 -0.411236739750467 -0.401865425967913 -0.40829093302866 -0.401345529376324 -0.408512197823053 -0.398787645871963 -0.410990067696573 -0.406137878728785 -0.390974286670872 -0.401749431915012 -0.399457416972897 -0.391232637093458 -0.403109987744953 -0.415687657891277 -0.394488042366355 -0.393606338468249 -0.406016615182533 -0.396196962510561 -0.417702478497819 -0.397742957810779 -0.394210526909034 -0.388470086616885 -0.385300747842679 -0.373841819626231 -0.387032362760125 -0.412121807056075 -0.416492721695607 -0.408075797650654 -0.390732572186604 -0.382907460890966 -0.360603631416137 -0.405207280471028 -0.407896996944922 -0.371425719750467 -0.385447762562523 -0.371156795920249 -0.388424332751994 -0.377439053633707 -0.361586875531651 -0.381857503318692 -0.395812421562835 -0.383462109061682 -0.377494253474112 -0.39077935031838 -0.398669196518692 -0.407330785903209 -0.404474534876324 -0.397781285820872 -0.383633627993302 -0.39611170040109 -0.392625746372555 -0.392485732086604 -0.414058340614642 -0.396149160967788 -0.398644356979626 -0.411600160870405 -0.417208153440187 -0.396281069467352 -0.38580962485243
"Subject 23 averages->" -0.352857360946774 -0.384752380735374 -0.361596953715323 -0.367798622995161 -0.358552188601613 -0.350955744640054 -0.36306122119543 -0.35797238837578 -0.360619714866936 -0.360214474197796 -0.355192048948468 -0.360329579178441 -0.34384001436336 -0.338624431170591 -0.366325492438798 -0.366696156840699 -0.370861256609677 -0.374876593969086 -0.372141942345565 -0.34859859816371 -0.369887457670382 -0.362383784610108 -0.35976684011129 -0.354324707640591 -0.346795141158333 -0.353576519314274 -0.349182940947231 -0.338855191953763 -0.359683591631855 -0.340161181448387 -0.341429372716667 -0.353829269821505 -0.345891950629328 -0.339767020751667 -0.348957789131989 -0.348222773367742 -0.362973930695188 -0.35018262059496 -0.355259460824973 -0.351213306689247 -0.371693186690887 -0.355598965427473 -0.363103842382769 -0.360150279535242 -0.349486800248656 -0.351330460094731 -0.358805519953387 -0.366540145369624 -0.355746248923387 -0.364639873697151 -0.368998051932989 -0.364079205958575 -0.351212310279839 -0.360204070477769 -0.352093154678952 -0.366640990733871 -0.360159026891774 -0.360826741689194 -0.361974372284409 -0.351629047300161 -0.354229909469086 -0.36643047692664 -0.351382213424194 -0.361576766534086 -0.367574104727151 -0.353764826822581 -0.351758718411022 -0.361063988172043 -0.368984964666667 -0.359205089961425 -0.343546591057177 -0.343888851116317 -0.349973897441129 -0.36040318016129 -0.350369952196427 -0.365189342431989 -0.358065690981774 -0.356789632981452 -0.359148801827177 -0.354747600308065 -0.349740208954032 -0.350224058811828 -0.344679996380645 -0.373378945290323 -0.364171935533333 -0.37584343063414
"Subject 24 averages->" -0.433802076488346 -0.421590628087664 -0.439351194279528 -0.42887537085748 -0.431537119632966 -0.425843477212966 -0.424668834087402 -0.429012721365381 -0.426484619610499 -0.434029963379003 -0.43527794559727 -0.440759677012522 -0.438299468957218 -0.443761219580446 -0.428957108072205 -0.432951263938871 -0.448291894886614 -0.451566215447323 -0.437960225836483 -0.441870529759533 -0.439330486426745 -0.434425635897008 -0.425963850566614 -0.424057707933123 -0.433218792026378 -0.439452500077874 -0.440327662593438 -0.438173848071916 -0.438791381503858 -0.422182516327165 -0.431312645947927 -0.437107935686352 -0.436138987136483 -0.443766165523885 -0.446195859302388 -0.435248631529921 -0.421191826976115 -0.42764251068294 -0.436466124048294 -0.431638861352756 -0.427776792686352 -0.441590232765617 -0.424102070537008 -0.448436396251444 -0.435108003658268 -0.43472986018294 -0.415696768612756 -0.431287710030709 -0.43397767411105 -0.440637245447769 -0.439332639343885 -0.427334508622835 -0.41970132026084 -0.431588621051837 -0.432174113499738 -0.427644136404698 -0.430809418741549 -0.447493703484514 -0.428307040008714 -0.44343545246378 -0.436038288794488 -0.422765232753961 -0.430233293437297 -0.445435260755381 -0.424468793112388 -0.419795026695906 -0.431672315427559 -0.452760840953386 -0.43467117637979 -0.429774387224672 -0.430088049559265 -0.42632077941601 -0.433647842385564 -0.450143651769189 -0.435021848081491 -0.409338374446982 -0.424994839725013 -0.439991534139029 -0.433890040229921 -0.425712770693438 -0.420287492787926 -0.435266356993963 -0.432955005583176 -0.428349520190289 -0.446066776227743 -0.439465615943176
"Subject 25 averages->" -0.464491978915159 -0.463420408909291 -0.456389380688875 -0.469025603426161 -0.463046947243056 -0.455076562756381 -0.45927243080824 -0.464566371195355 -0.451765614839218 -0.463472865414425 -0.457948277668704 -0.443991282170024 -0.454557286636039 -0.45062551144401 -0.457751375876259 -0.444646461313447 -0.452301341678949 -0.45796312650978 -0.459123926312714 -0.457399477956235 -0.450068330702934 -0.44314293910357 -0.445546594575795 -0.44490755437291 -0.443171383555012 -0.451624953264548 -0.446933604680147 -0.454629661195159 -0.458937176406528 -0.461637093906846 -0.457022043882885 -0.468851265963619 -0.474746420503179 -0.447835760439095 -0.461061930904474 -0.486976676328557 -0.474844922645966 -0.457635435161858 -0.45618038268088 -0.458088855699266 -0.459077046053056 -0.468350118858191 -0.469745130554768 -0.47312319121088 -0.472022056309535 -0.460569311746577 -0.46878115732934 -0.471135650969756 -0.469809411565037 -0.462949707664914 -0.459002170317115 -0.469255184840611 -0.456322521077604 -0.462827218927139 -0.472746006715086 -0.447236199074597 -0.456080691171638 -0.475436204130978 -0.4745229124489 -0.47111179299379 -0.467115471999267 -0.455612949938875 -0.45797394548423 -0.459121230541076 -0.454968038891443 -0.450485252879462 -0.464456846713325 -0.455586821129707 -0.444021007769438 -0.448465308941663 -0.444923879100978 -0.458062307521076 -0.468781916865281 -0.463689485860391 -0.460757596226406 -0.458503175495232 -0.471618559549318 -0.462718915137408 -0.465650490579707 -0.465598144841076 -0.476277080316626 -0.470027131008631 -0.466078681029071 -0.478291051325037 -0.470942399593399 -0.476308779106748
